,AGGR_MARK,RANK,COMMUNITY,COLLEGE_CODE,BRANCH_CODE,ALL_CATEGORY
7354,150.5,68047.0,MBC,3829.0,IT,OC
7355,149.5,70888.0,SC,3829.0,CE,OC
7356,149.0,71411.0,BC,3829.0,EC,OC
7357,147.0,75382.0,BC,3829.0,ME,OC
7358,147.0,75910.0,BC,3829.0,EC,OC
7359,146.0,77984.0,BC,3829.0,EC,OC
7360,145.0,79480.0,BC,3829.0,IT,BC
7361,191.0,6320.0,BC,3830.0,CS,OC
7362,187.0,10504.0,BC,3830.0,CS,OC
7363,183.5,14665.0,MBC,3830.0,AD,OC
7364,181.5,16923.0,MBC,3830.0,IT,OC
7365,177.5,21672.0,MBC,3830.0,EC,OC
7366,176.5,23062.0,BC,3830.0,CS,OC
7367,176.5,23384.0,BC,3830.0,CS,OC
7368,175.5,24356.0,BC,3830.0,CS,OC
7369,175.0,24929.0,BC,3830.0,AD,OC
7370,174.0,26847.0,MBC,3830.0,EC,OC
7371,173.5,27497.0,BCM,3830.0,CS,BCM
7372,171.0,31424.0,BC,3830.0,AD,OC
7373,170.0,32381.0,MBC,3830.0,CS,MBC
7374,169.5,33417.0,BC,3830.0,AD,BC
7375,169.0,34038.0,BC,3830.0,EC,OC
7376,169.0,34052.0,BC,3830.0,CS,BC
7377,168.5,35020.0,BC,3830.0,AD,BC
7378,168.5,35041.0,MBC,3830.0,EE,OC
7379,168.5,35261.0,MBC,3830.0,CS,MBC
7380,168.0,35595.0,BC,3830.0,CS,BC
7381,167.5,36507.0,BC,3830.0,AM,OC
7382,167.5,36727.0,SC,3830.0,IT,OC
7383,167.5,36812.0,MBC,3830.0,EC,OC
7384,166.5,38318.0,BC,3830.0,AD,BC
7385,166.0,38883.0,BC,3830.0,AD,BC
7386,166.0,39030.0,BC,3830.0,IT,OC
7387,165.5,40226.0,BC,3830.0,EC,OC
7388,165.0,40640.0,BC,3830.0,CS,BC
7389,165.0,41045.0,MBC,3830.0,AD,MBC
7390,165.0,41119.0,SC,3830.0,AD,SC
7391,165.0,41195.0,OC,3830.0,IT,OC
7392,162.0,45643.0,OC,3830.0,IT,OC
7393,161.5,47355.0,SC,3830.0,IT,SC
7394,161.0,47557.0,BC,3830.0,AM,OC
7395,160.5,48448.0,BCM,3830.0,AM,OC
7396,159.5,50332.0,BC,3830.0,IT,BC
7397,159.5,50343.0,OC,3830.0,AM,OC
7398,159.0,51280.0,BC,3830.0,IT,BC
7399,159.0,51379.0,BC,3830.0,AM,OC
7400,158.5,52071.0,BC,3830.0,ME,OC
7401,158.0,53464.0,BC,3830.0,EC,BC
7402,157.5,53950.0,BCM,3830.0,AM,BCM
7403,157.5,54124.0,BC,3830.0,IT,BC
7404,156.5,56307.0,SC,3830.0,CS,SC
7405,156.5,56775.0,BC,3830.0,CB,OC
7406,156.0,57048.0,BC,3830.0,AM,BC
7407,155.0,59477.0,BC,3830.0,IT,BC
7408,154.5,60120.0,SC,3830.0,CS,SC
7409,154.5,60199.0,SC,3830.0,CS,SC
7410,154.0,61078.0,MBC,3830.0,IT,MBC
7411,153.5,61988.0,BC,3830.0,IT,BC
7412,153.5,62466.0,MBC,3830.0,EC,MBC
7413,153.0,62913.0,MBC,3830.0,IT,MBC
7414,153.0,63262.0,BC,3830.0,EE,OC
7415,153.0,63676.0,SC,3830.0,CS,SC
7416,153.0,63807.0,BC,3830.0,EE,OC
7417,150.5,68877.0,MBC,3830.0,IT,MBC
7418,150.5,68885.0,MBC,3830.0,AM,MBC
7419,148.5,72469.0,BCM,3830.0,CB,BCM
7420,148.0,73279.0,SC,3830.0,CS,SC
7421,147.5,74845.0,BC,3830.0,EE,OC
7422,147.5,75144.0,BC,3830.0,CB,BC
7423,145.5,78624.0,BC,3830.0,CB,BC
7424,144.0,81897.0,MBC,3830.0,IT,MBC
7425,143.0,84551.0,BC,3830.0,ME,OC
7426,142.5,84841.0,MBC,3830.0,EE,MBC
7427,165.0,40776.0,MBC,3831.0,IT,OC
7428,163.5,43093.0,BC,3831.0,IT,OC
7429,150.0,68980.0,BC,3833.0,CS,OC
7430,163.5,43765.0,BC,3841.0,CS,OC
7431,158.5,52768.0,MBC,3841.0,AD,OC
7432,157.5,54145.0,BCM,3841.0,AD,OC
7433,157.0,55636.0,SC,3841.0,EC,OC
7434,156.5,56504.0,MBC,3841.0,AD,OC
7435,155.0,59332.0,BC,3841.0,CS,OC
7436,153.5,61928.0,BC,3841.0,AD,OC
7437,148.5,73026.0,OC,3841.0,EC,OC
7438,146.5,76525.0,BC,3841.0,AD,BC
7439,145.5,78550.0,BCM,3841.0,CS,BCM
7440,145.5,79388.0,BC,3841.0,CS,BC
7441,144.5,81003.0,MBC,3841.0,AD,MBC
7442,177.5,21786.0,MBC,3843.0,CS,OC
7443,157.0,55586.0,MBC,3843.0,IT,OC
7444,153.0,63237.0,MBC,3843.0,EC,OC
7445,152.0,65641.0,MBC,3843.0,EE,OC
7446,151.0,67900.0,BC,3843.0,CS,OC
7447,148.0,74201.0,MBC,3843.0,CE,OC
7448,147.5,74258.0,MBC,3843.0,ME,OC
7449,147.0,75365.0,BC,3843.0,CS,OC
7450,146.0,77567.0,BC,3843.0,EC,OC
7451,144.5,80825.0,MBC,3843.0,CS,OC
7452,144.0,81975.0,BC,3843.0,EC,OC
7453,142.0,86670.0,MBC,3843.0,IT,MBC
7454,182.5,15317.0,MBC,3850.0,CS,OC
7455,169.5,33108.0,MBC,3850.0,CS,OC
7456,184.5,13106.0,BC,3852.0,CS,OC
7457,175.0,24899.0,BCM,3852.0,CS,OC
7458,161.5,47054.0,MBC,3852.0,CS,OC
7459,153.5,62205.0,BC,3852.0,CS,OC
7460,148.5,73065.0,BC,3854.0,CS,OC
7461,145.5,79404.0,BCM,3855.0,IT,OC
7462,173.22,27734.0,MBC,3857.0,BM,OC
7463,157.5,54464.0,MBC,3857.0,BM,OC
7464,161.5,47031.0,MBC,3860.0,AM,OC
7465,171.5,29945.0,BC,3905.0,CS,OC
7466,148.0,73622.0,MBC,3905.0,CS,OC
7467,145.5,78754.0,BC,3905.0,CS,OC
7468,143.5,83537.0,SC,3905.0,AD,OC
7469,143.0,83732.0,BC,3905.0,CS,OC
7470,142.0,86814.0,BC,3905.0,CS,BC
7471,169.5,33384.0,MBC,3908.0,AD,OC
7472,169.0,34046.0,BCM,3908.0,CS,OC
7473,158.0,53228.0,BC,3908.0,CS,OC
7474,154.5,59832.0,BC,3908.0,CS,OC
7475,154.5,59891.0,MBC,3908.0,CS,OC
7476,154.0,60846.0,BC,3908.0,AD,OC
7477,150.5,68543.0,BC,3908.0,CS,BC
7478,149.5,70477.0,BC,3908.0,CS,BC
7479,148.5,73096.0,BC,3908.0,CS,BC
7480,146.5,76905.0,BC,3908.0,IT,BC
7481,143.0,83780.0,BC,3908.0,AD,OC
7482,180.0,18254.0,MBC,3920.0,CS,OC
7483,152.0,65320.0,MBC,3920.0,CS,OC
7484,152.0,65689.0,BCM,3920.0,EC,OC
7485,149.0,71269.0,ST,3920.0,CS,OC
7486,147.0,75846.0,BC,3920.0,AD,OC
7487,182.0,16183.0,MBC,4020.0,CS,OC
7488,181.0,17050.0,BC,4020.0,CS,OC
7489,181.0,17096.0,BC,4020.0,CS,OC
7490,179.0,19609.0,BC,4020.0,CS,BC
7491,175.0,25184.0,MBC,4020.0,CS,MBC
7492,174.5,25621.0,MBC,4020.0,CS,MBC
7493,171.0,31465.0,BC,4020.0,EC,BC
7494,170.0,32874.0,MBC,4020.0,EC,MBC
7495,169.5,33761.0,MBC,4020.0,EC,MBC
7496,166.0,38915.0,BC,4020.0,EC,BC
7497,164.5,41351.0,SC,4020.0,CS,SC
7498,164.0,42795.0,SC,4020.0,CS,SC
7499,163.5,43586.0,BC,4020.0,EC,BC
7500,162.0,45750.0,BC,4020.0,GI,OC
7501,160.5,48778.0,MBC,4020.0,EC,MBC
7502,159.5,50213.0,MBC,4020.0,EC,MBC
7503,159.5,51041.0,OC,4020.0,GI,OC
7504,157.5,54162.0,BC,4020.0,ME,OC
7505,155.5,58229.0,SC,4020.0,CS,SC
7506,145.0,79576.0,SC,4020.0,EC,SC
7507,142.0,86690.0,BC,4020.0,ME,OC
7508,183.0,14702.0,BC,4023.0,CS,OC
7509,180.5,18098.0,MBC,4023.0,IT,OC
7510,179.5,19080.0,BC,4023.0,EC,OC
7511,177.5,21520.0,BC,4023.0,IT,OC
7512,176.5,23167.0,BC,4023.0,CS,OC
7513,174.0,26520.0,BC,4023.0,CS,OC
7514,173.5,27239.0,BCM,4023.0,CS,OC
7515,170.5,31558.0,BC,4023.0,CS,BC
7516,170.5,31896.0,MBC,4023.0,CS,MBC
7517,169.5,33691.0,BC,4023.0,CS,BC
7518,166.0,39172.0,BC,4023.0,IT,BC
7519,161.5,46642.0,MBC,4023.0,EC,MBC
7520,161.5,47173.0,BC,4023.0,EC,BC
7521,158.5,52287.0,BC,4023.0,EE,OC
7522,157.5,54030.0,BC,4023.0,IT,BC
7523,157.5,54222.0,SC,4023.0,IT,SC
7524,157.5,54579.0,BC,4023.0,EC,BC
7525,157.0,54951.0,BC,4023.0,EE,OC
7526,157.0,55388.0,BCM,4023.0,IT,BCM
7527,153.5,62363.0,MBC,4023.0,CS,MBC
7528,152.5,64792.0,BC,4023.0,CE,OC
7529,152.0,65418.0,BC,4023.0,EE,OC
7530,151.5,66468.0,BC,4023.0,EE,OC
7531,150.5,68285.0,BC,4023.0,EE,OC
7532,147.0,75428.0,MBC,4023.0,CS,MBC
7533,144.5,80928.0,MBC,4023.0,IT,MBC
7534,180.0,18532.0,MBC,4024.0,EC,OC
7535,168.0,35805.0,BC,4024.0,EC,OC
7536,162.5,44850.0,SC,4024.0,XC,OC
7537,158.5,52384.0,OC,4024.0,EE,OC
7538,156.5,56242.0,BC,4024.0,EC,BC
7539,152.5,64013.0,BC,4024.0,EC,BC
7540,151.5,66284.0,BC,4024.0,EE,OC
7541,147.0,75455.0,SC,4024.0,EC,SC
7542,146.5,77098.0,SC,4024.0,XC,OC
7543,144.5,80955.0,OC,4024.0,EE,OC
7544,169.0,33876.0,BC,4669.0,CS,OC
7545,159.5,50458.0,BC,4669.0,CS,OC
7546,157.0,54940.0,BC,4669.0,CS,OC
7547,154.5,60533.0,MBC,4669.0,EC,OC
7548,152.0,65407.0,BC,4669.0,CS,OC
7549,182.0,16190.0,MBC,4670.0,AD,OC
7550,180.5,17862.0,BC,4670.0,BM,OC
7551,173.0,27878.0,BC,4670.0,CE,OC
7552,168.0,35623.0,BC,4670.0,CS,OC
7553,165.5,39851.0,BC,4670.0,BM,OC
7554,164.5,41545.0,BC,4670.0,AD,OC
7555,160.5,48536.0,BC,4670.0,CS,OC
7556,160.5,48859.0,BC,4670.0,EC,BC
7557,157.5,54688.0,BC,4670.0,EC,BC
7558,157.5,54741.0,BC,4670.0,CS,OC
7559,154.5,59946.0,BC,4670.0,CS,OC
7560,154.5,60541.0,BC,4670.0,AD,BC
7561,154.0,61598.0,BC,4670.0,EC,BC
7562,151.5,66232.0,BC,4670.0,CE,OC
7563,149.0,71228.0,BCM,4670.0,BM,OC
7564,148.5,72070.0,BC,4670.0,EC,BC
7565,147.5,74924.0,BC,4670.0,CS,BC
7566,144.5,80845.0,BC,4670.0,EC,BC
7567,144.5,81196.0,BC,4670.0,BM,OC
7568,144.0,82286.0,MBC,4670.0,CS,MBC
7569,142.0,86243.0,BC,4670.0,EC,BC
7570,176.0,23941.0,BC,4672.0,CS,OC
7571,175.0,25303.0,BC,4672.0,CS,OC
7572,167.0,37117.0,BC,4672.0,EC,OC
7573,165.0,40463.0,BC,4672.0,CS,OC
7574,159.755,50159.0,MBC,4672.0,CS,OC
7575,157.5,53990.0,BC,4672.0,CE,OC
7576,151.5,66753.0,BC,4675.0,EC,OC
7577,150.5,68820.0,BC,4675.0,CS,OC
7578,143.0,84296.0,BC,4675.0,CS,OC
7579,177.0,22303.0,BC,4676.0,CS,OC
7580,161.0,47402.0,SC,4676.0,AD,OC
7581,159.5,51003.0,BC,4676.0,CS,OC
7582,152.0,65055.0,BC,4676.0,AD,OC
7583,150.0,69677.0,SC,4676.0,CS,OC
7584,149.0,71544.0,BC,4676.0,EE,OC
7585,148.5,72890.0,BC,4676.0,AD,BC
7586,146.5,76700.0,OC,4676.0,CS,OC
7587,146.5,76765.0,BC,4676.0,CS,OC
7588,144.5,80862.0,MBC,4676.0,AD,MBC
7589,143.5,82786.0,MBC,4676.0,CS,OC
7590,163.5,43428.0,BC,4677.0,CS,OC
7591,179.5,18987.0,MBC,4678.0,EC,OC
7592,178.5,20236.0,BC,4678.0,CS,OC
7593,176.5,23200.0,BC,4678.0,ME,OC
7594,176.0,23590.0,BC,4678.0,EC,OC
7595,173.0,27857.0,MBC,4678.0,CB,OC
7596,172.5,28987.0,BC,4678.0,IT,OC
7597,172.0,29314.0,BC,4678.0,CS,OC
7598,171.0,30777.0,BC,4678.0,AD,OC
7599,170.5,31647.0,BC,4678.0,EC,OC
7600,170.5,31880.0,BC,4678.0,AD,OC
7601,170.0,32882.0,BC,4678.0,CS,BC
7602,169.5,33773.0,BC,4678.0,AD,OC
7603,169.0,34564.0,BC,4678.0,CB,OC
7604,168.5,34786.0,BC,4678.0,CS,BC
7605,164.0,42539.0,BC,4678.0,AD,OC
7606,161.5,47024.0,BCM,4678.0,CS,BCM
7607,161.0,47513.0,BC,4678.0,AD,BC
7608,161.0,47547.0,BC,4678.0,AD,BC
7609,160.5,48326.0,BC,4678.0,AD,BC
7610,160.0,49689.0,MBC,4678.0,CS,MBC
7611,160.0,49930.0,BC,4678.0,EC,OC
7612,159.5,50205.0,BC,4678.0,AD,BC
7613,159.5,51030.0,MBC,4678.0,AD,MBC
7614,159.0,51773.0,BC,4678.0,IT,BC
7615,158.5,52213.0,BC,4678.0,AD,BC
7616,157.0,55453.0,MBC,4678.0,CB,OC
7617,156.5,56116.0,BC,4678.0,EC,OC
7618,156.0,56974.0,MBC,4678.0,IT,MBC
7619,155.5,58049.0,MBC,4678.0,AD,MBC
7620,155.5,58273.0,MBC,4678.0,IT,MBC
7621,154.5,60261.0,BC,4678.0,IT,BC
7622,154.0,61364.0,SC,4678.0,EC,SC
7623,153.5,62045.0,MBC,4678.0,IT,MBC
7624,153.0,62991.0,MBC,4678.0,IT,MBC
7625,152.0,65040.0,MBC,4678.0,IT,MBC
7626,151.5,66020.0,MBC,4678.0,EC,MBC
7627,151.5,66070.0,MBC,4678.0,CS,MBC
7628,150.5,68723.0,MBC,4678.0,AD,MBC
7629,150.0,69771.0,BC,4678.0,EC,BC
7630,149.0,71176.0,BC,4678.0,CB,OC
7631,146.5,76693.0,MBC,4678.0,EC,MBC
7632,146.5,76745.0,BC,4678.0,CB,BC
7633,146.0,78020.0,BC,4678.0,CB,BC
7634,144.5,80777.0,OC,4678.0,ME,OC
7635,142.5,85674.0,SC,4678.0,AD,SC
7636,142.0,86552.0,MBC,4678.0,CS,MBC
7637,182.5,15478.0,MBC,4680.0,CS,OC
7638,173.0,28388.0,BC,4680.0,EC,OC
7639,165.5,39824.0,BC,4680.0,EC,OC
7640,160.5,48674.0,BCM,4680.0,AD,OC
7641,155.0,58907.0,BC,4680.0,CS,BC
7642,153.5,62282.0,MBC,4680.0,AD,OC
7643,152.5,63966.0,SC,4680.0,SC,OC
7644,150.0,69880.0,BC,4680.0,CS,BC
7645,149.5,70061.0,BC,4680.0,CS,BC
7646,149.0,72049.0,MBC,4680.0,IT,OC
7647,148.0,73889.0,BC,4680.0,CS,BC
7648,147.0,75979.0,BC,4680.0,AD,BC
7649,145.0,79703.0,SC,4680.0,CS,SC
7650,144.5,80636.0,BC,4680.0,IT,OC
7651,144.0,82504.0,MBC,4680.0,IT,OC
7652,146.0,77390.0,BC,4686.0,CS,OC
7653,193.5,3639.0,BC,4864.0,CS,OC
7654,160.0,49297.0,BC,4864.0,CE,OC
7655,160.0,49382.0,BC,4864.0,EC,OC
7656,156.5,55876.0,BC,4864.0,EC,OC
7657,153.5,62402.0,BC,4864.0,EC,OC
7658,145.5,79263.0,BC,4864.0,EC,OC
7659,144.0,81695.0,BC,4864.0,CS,BC
7660,169.0,34412.0,MBC,4917.0,BT,OC
7661,165.5,39740.0,BC,4917.0,BT,OC
7662,161.0,47774.0,BC,4917.0,CS,OC
7663,160.5,48795.0,BC,4917.0,AD,OC
7664,159.5,50917.0,BCM,4917.0,AD,OC
7665,159.0,51249.0,SC,4917.0,EC,OC
7666,159.0,51420.0,BCM,4917.0,CS,OC
7667,158.5,52113.0,BCM,4917.0,CS,OC
7668,156.5,56294.0,BC,4917.0,CS,BC
7669,156.0,56955.0,BC,4917.0,CS,BC
7670,154.5,60219.0,BC,4917.0,IT,OC
7671,152.5,64079.0,BC,4917.0,AM,OC
7672,152.0,65818.0,BC,4917.0,AD,BC
7673,151.5,66208.0,BC,4917.0,IT,OC
7674,150.5,68166.0,MBC,4917.0,CS,MBC
7675,149.5,70047.0,BC,4917.0,IT,OC
7676,149.5,70613.0,BC,4917.0,IT,OC
7677,149.0,71524.0,BCM,4917.0,SC,OC
7678,148.5,72576.0,BC,4917.0,AD,BC
7679,148.5,73108.0,BC,4917.0,AM,OC
7680,147.0,75234.0,BC,4917.0,EC,OC
7681,147.0,75671.0,BC,4917.0,CB,OC
7682,146.5,76594.0,BC,4917.0,AM,BC
7683,146.5,77016.0,BC,4917.0,EC,BC
7684,145.5,78762.0,BCM,4917.0,SC,OC
7685,144.5,80808.0,BC,4917.0,IT,BC
7686,144.0,82444.0,BC,4917.0,EC,BC
7687,143.5,82710.0,BC,4917.0,EC,BC
7688,143.5,83258.0,BC,4917.0,IT,BC
7689,143.0,84061.0,BC,4917.0,SC,OC
7690,143.0,84357.0,BC,4917.0,SC,BC
7691,142.0,86206.0,BC,4917.0,IT,BC
7692,142.0,86234.0,BC,4917.0,SC,BC
7693,142.0,86424.0,BC,4917.0,CD,OC
7694,142.0,86585.0,MBC,4917.0,IT,MBC
7695,142.0,86892.0,BC,4917.0,IT,BC
7696,144.5,80874.0,BC,4927.0,CS,OC
7697,177.0,22236.0,BC,4928.0,AD,OC
7698,171.5,30179.0,BC,4928.0,EC,OC
7699,171.0,31039.0,BC,4928.0,CS,OC
7700,166.0,39353.0,BC,4928.0,CS,OC
7701,163.0,43942.0,BC,4928.0,EC,OC
7702,157.0,55221.0,BC,4928.0,CS,OC
7703,154.0,61486.0,BC,4928.0,AD,OC
7704,153.5,62451.0,OC,4928.0,AD,OC
7705,151.0,67640.0,BC,4928.0,CS,BC
7706,150.5,68302.0,BC,4928.0,EE,OC
7707,149.5,70711.0,BC,4928.0,ME,OC
7708,148.5,72231.0,BC,4928.0,CS,BC
7709,147.5,74222.0,BC,4928.0,CS,BC
7710,162.5,45363.0,SC,4929.0,CS,OC
7711,156.5,56519.0,BC,4931.0,AD,OC
7712,144.5,80796.0,BCM,4931.0,AD,BCM
7713,142.0,86490.0,BC,4931.0,CS,OC
7714,172.5,28619.0,BC,4933.0,CS,OC
7715,152.5,64135.0,MBC,4933.0,CS,OC
7716,146.0,78099.0,BC,4933.0,EC,OC
7717,142.5,85722.0,BC,4933.0,CS,OC
7718,174.5,25797.0,BC,4934.0,CS,OC
7719,164.0,42346.0,MBC,4934.0,BM,OC
7720,158.0,53556.0,SC,4934.0,BM,OC
7721,153.5,62428.0,BC,4934.0,ME,OC
7722,148.5,72928.0,BCM,4934.0,CS,OC
7723,144.0,81986.0,MBC,4934.0,BM,OC
7724,143.0,84147.0,BC,4934.0,EE,OC
7725,156.0,57624.0,SC,4941.0,CS,OC
7726,154.5,60370.0,BC,4941.0,CS,OC
7727,148.0,73365.0,SC,4941.0,EE,OC
7728,145.5,78680.0,BC,4941.0,CS,BC
7729,187.5,9951.0,OC,4944.0,CS,OC
7730,178.0,20870.0,BCM,4944.0,AD,OC
7731,175.0,25346.0,BCM,4944.0,IT,OC
7732,170.5,31732.0,OC,4944.0,AD,OC
7733,168.5,34991.0,BC,4944.0,CS,OC
7734,165.0,40497.0,BC,4944.0,CS,OC
7735,163.5,43440.0,BCM,4944.0,AD,OC
7736,157.0,55783.0,BC,4944.0,CS,OC
7737,153.0,63077.0,BCM,4944.0,AD,BCM
7738,152.0,64866.0,OC,4944.0,EC,OC
7739,152.0,65183.0,MBC,4944.0,EC,OC
7740,151.5,66163.0,BC,4944.0,CS,BC
7741,149.5,70725.0,BC,4944.0,CS,BC
7742,148.0,73722.0,OC,4944.0,EC,OC
7743,146.0,77533.0,BC,4944.0,AD,BC
7744,144.5,81256.0,SC,4944.0,EC,SC
7745,143.0,84173.0,BC,4944.0,IT,BC
7746,155.0,59623.0,BC,4946.0,CS,OC
7747,150.5,68108.0,BC,4946.0,AD,OC
7748,150.5,68748.0,BC,4946.0,CS,OC
7749,142.5,84872.0,MBC,4946.0,CS,OC
7750,162.0,46368.0,BC,4949.0,EC,OC
7751,161.0,47991.0,BC,4949.0,EE,OC
7752,155.0,59294.0,BC,4949.0,EC,OC
7753,147.5,74350.0,BC,4949.0,EC,OC
7754,145.0,80437.0,BC,4949.0,MZ,OC
7755,151.5,66013.0,BC,4952.0,CS,OC
7756,156.5,56062.0,OC,4953.0,CE,OC
7757,185.5,12207.0,MBC,4954.0,IT,OC
7758,173.0,27989.0,BC,4954.0,EC,OC
7759,171.45,30696.0,SC,4954.0,AD,OC
7760,171.0,31128.0,BCM,4954.0,CS,OC
7761,167.5,37002.0,BC,4954.0,AD,OC
7762,166.5,38467.0,BC,4954.0,CS,OC
7763,165.5,40036.0,BC,4954.0,AD,OC
7764,164.5,41761.0,BCM,4954.0,CS,BCM
7765,157.0,55298.0,BC,4954.0,IT,OC
7766,156.0,57078.0,MBC,4954.0,CS,MBC
7767,155.0,59179.0,BC,4954.0,EC,BC
7768,150.5,68122.0,BC,4954.0,EE,OC
7769,181.0,17149.0,BC,4955.0,EC,OC
7770,179.5,18951.0,BC,4955.0,CS,OC
7771,177.5,21493.0,BC,4955.0,EC,OC
7772,175.0,25003.0,OC,4955.0,CS,OC
7773,173.5,27521.0,BC,4955.0,EC,OC
7774,173.0,28152.0,BC,4955.0,AD,OC
7775,173.0,28400.0,MBC,4955.0,CS,OC
7776,171.0,31146.0,BC,4955.0,CS,OC
7777,170.5,31570.0,BC,4955.0,CS,OC
7778,170.5,31689.0,BCM,4955.0,CS,OC
7779,170.5,32235.0,OC,4955.0,CS,OC
7780,169.5,33505.0,MBC,4955.0,IT,OC
7781,168.5,34662.0,BCM,4955.0,CS,OC
7782,168.5,35213.0,BC,4955.0,CS,BC
7783,168.0,35940.0,BCM,4955.0,CS,BCM
7784,167.0,37046.0,BC,4955.0,CS,BC
7785,166.0,38939.0,BC,4955.0,EC,OC
7786,164.5,41776.0,OC,4955.0,IT,OC
7787,164.0,42129.0,BC,4955.0,EC,OC
7788,163.0,44154.0,BC,4955.0,CS,BC
7789,163.0,44234.0,BC,4955.0,IT,OC
7790,161.5,46733.0,BC,4955.0,AD,BC
7791,161.0,47535.0,BC,4955.0,AD,BC
7792,161.0,47680.0,BCM,4955.0,EC,OC
7793,161.0,47752.0,BC,4955.0,IT,BC
7794,160.5,48832.0,MBC,4955.0,EC,OC
7795,160.0,50069.0,MBC,4955.0,EC,MBC
7796,159.5,50720.0,BC,4955.0,IT,BC
7797,158.5,52399.0,BC,4955.0,IT,BC
7798,158.0,53010.0,BCM,4955.0,CB,OC
7799,158.0,53379.0,BC,4955.0,AD,BC
7800,156.0,57556.0,BCM,4955.0,CB,OC
7801,154.5,59915.0,BC,4955.0,EC,BC
7802,153.5,61965.0,BC,4955.0,EC,BC
7803,153.5,62238.0,MBC,4955.0,AD,MBC
7804,153.5,62304.0,BC,4955.0,IT,BC
7805,153.5,62785.0,BCM,4955.0,IT,BCM
7806,152.0,64916.0,BC,4955.0,IT,BC
7807,152.0,65171.0,MBC,4955.0,EC,MBC
7808,149.0,71484.0,MBC,4955.0,IT,MBC
7809,148.5,72323.0,BC,4955.0,CB,BC
7810,143.0,83999.0,MBC,4955.0,AD,MBC
7811,143.0,84075.0,BC,4955.0,CB,BC
7812,158.0,53181.0,BC,4957.0,CS,OC
7813,157.0,55156.0,BC,4957.0,CS,BC
7814,156.5,55884.0,BC,4957.0,AD,OC
7815,156.5,56322.0,BC,4957.0,CS,BC
7816,154.5,59863.0,BC,4957.0,CS,BC
7817,152.0,65235.0,BC,4957.0,AD,OC
7818,150.0,69569.0,OC,4957.0,EC,OC
7819,149.0,71317.0,BC,4957.0,EC,OC
7820,148.0,73444.0,SC,4957.0,CS,SC
7821,147.5,74557.0,BC,4957.0,AD,OC
7822,142.5,85204.0,MBC,4957.0,EC,OC
7823,142.0,86196.0,BC,4957.0,EC,OC
7824,183.0,14811.0,BC,4959.0,AD,OC
7825,168.0,35768.0,BC,4959.0,CS,OC
7826,168.0,36008.0,BC,4959.0,EC,OC
7827,165.0,41106.0,BC,4959.0,IT,OC
7828,164.5,41365.0,BC,4959.0,IT,OC
7829,163.5,43019.0,BC,4959.0,CS,OC
7830,163.5,43327.0,BC,4959.0,CS,OC
7831,163.0,44464.0,BC,4959.0,CS,BC
7832,162.0,45768.0,BC,4959.0,EC,OC
7833,162.0,46448.0,BC,4959.0,CS,BC
7834,161.5,46668.0,BC,4959.0,CS,BC
7835,160.0,50136.0,BC,4959.0,CS,BC
7836,159.0,51235.0,OC,4959.0,IT,OC
7837,158.5,52461.0,BC,4959.0,IT,OC
7838,158.0,53292.0,BC,4959.0,IT,OC
7839,157.5,54106.0,BC,4959.0,IT,OC
7840,155.5,58083.0,BC,4959.0,IT,BC
7841,154.5,60300.0,BC,4959.0,BT,OC
7842,154.0,61433.0,BCM,4959.0,BT,OC
7843,151.5,66322.0,BC,4959.0,EC,BC
7844,151.5,66666.0,MBC,4959.0,CS,MBC
7845,149.5,70149.0,BCM,4959.0,IT,BCM
7846,149.5,70219.0,MBC,4959.0,IT,MBC
7847,149.5,70803.0,SC,4959.0,CS,SC
7848,148.5,72198.0,BC,4959.0,BT,BC
7849,146.5,76317.0,MBC,4959.0,IT,MBC
7850,146.5,76803.0,BC,4959.0,ME,OC
7851,144.5,81460.0,BC,4959.0,BT,BC
7852,144.0,82375.0,BC,4959.0,EE,BC
7853,144.0,82551.0,BCM,4959.0,IT,BCM
7854,143.0,83819.0,MBC,4959.0,IT,MBC
7855,143.0,84117.0,BC,4959.0,EE,BC
7856,142.0,86387.0,MBC,4959.0,EE,MBC
7857,192.0,4853.0,BC,4960.0,AD,OC
7858,192.0,5067.0,BC,4960.0,IT,OC
7859,190.5,6563.0,OC,4960.0,CS,OC
7860,188.5,9053.0,BC,4960.0,AD,OC
7861,187.0,10631.0,BC,4960.0,EC,OC
7862,186.5,10812.0,BC,4960.0,EC,OC
7863,186.5,10994.0,BC,4960.0,CS,OC
7864,186.5,11254.0,MBC,4960.0,CS,OC
7865,185.5,12037.0,BC,4960.0,CS,OC
7866,185.5,12159.0,MBC,4960.0,CS,OC
7867,185.5,12235.0,BC,4960.0,BT,OC
7868,185.0,12551.0,BC,4960.0,CS,OC
7869,185.0,12940.0,BC,4960.0,CS,OC
7870,184.5,13176.0,BC,4960.0,CS,BC
7871,184.0,13931.0,BC,4960.0,CS,BC
7872,183.5,14427.0,BCM,4960.0,BT,OC
7873,183.0,14856.0,BC,4960.0,CS,BC
7874,183.0,15152.0,MBC,4960.0,EC,OC
7875,182.5,15433.0,BC,4960.0,AD,OC
7876,182.5,15747.0,MBC,4960.0,CS,MBC
7877,181.5,16792.0,BC,4960.0,EC,OC
7878,181.5,16916.0,BC,4960.0,CS,BC
7879,180.0,18431.0,BC,4960.0,IT,OC
7880,180.0,18602.0,BC,4960.0,EC,OC
7881,179.5,19271.0,BC,4960.0,IT,OC
